FECHA_CORTE,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,ANNIO,MODALIDAD_DE_POSTULACION,EBA_EBR,EGRESO_SECUNDARIA,PRIMERA_OPCION,PRIMERA_OPCION_TURNO,SEGUNDA_OPCION,SEGUNDA_OPCION_TURNO,EDAD,SEXO
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Conadis,EBR - Educación Básica Regular,2013,Diseño Gráfico,Diurno,Administración,Diurno,29,Femenino
20230320,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1999,Diseño Gráfico,Nocturno,Administración,Nocturno,39,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Administración,Diurno,Contabilidad,Diurno,20,Femenino
20230320,70102,CALLAO,CALLAO,BELLAVISTA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2008,Contabilidad,Nocturno,Administración,Nocturno,31,Femenino
20230320,150110,LIMA,LIMA,COMAS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1997,Construcción Civil,Nocturno,Diseño Gráfico,Nocturno,43,Masculino
20230320,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,18,Femenino
20230320,150123,LIMA,LIMA,PACHACAMAC,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Construcción Civil,Diurno,Mecánica Automotriz,Diurno,17,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,18,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Administración,Diurno,Administración,Diurno,19,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Desarrollo de Sistemas de Información,Diurno,Contabilidad,Diurno,19,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Administración,Diurno,Desarrollo de Sistemas de Información,Diurno,21,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Mecánica Automotriz,Nocturno,Mecánica Automotriz,Nocturno,19,
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Mecánica Automotriz,Nocturno,Mecánica Automotriz,Nocturno,21,Masculino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Administración,Nocturno,Contabilidad,Nocturno,25,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2016,Contabilidad,Nocturno,Diseño Publicitario,Nocturno,20,
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,,Mecánica Automotriz,Nocturno,Mecánica de Producción,Nocturno,19,
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2016,Administración,Nocturno,Administración,Nocturno,25,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2016,Secretariado Ejecutivo,Diurno,Administración,Diurno,24,Femenino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2020,Diseño Gráfico,Diurno,Administración,Nocturno,18,Masculino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Nocturno,Diseño Publicitario,Nocturno,18,Masculino
20230320,150108,LIMA,LIMA,CHORRILLOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,18,Masculino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2006,Construcción Civil,Nocturno,Administración,Nocturno,33,Masculino
20230320,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2000,Diseño Publicitario,Diurno,Diseño Gráfico,Diurno,38,Masculino
20230320,150117,LIMA,LIMA,LOS OLIVOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Publicitario,Nocturno,Contabilidad,Nocturno,18,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Administración,Nocturno,Administración,Nocturno,24,Femenino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Nocturno,Diseño Publicitario,Nocturno,18,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2007,Mecánica Automotriz,Nocturno,Mecánica de Producción,Nocturno,37,Masculino
20230320,150111,LIMA,LIMA,EL AGUSTINO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Contabilidad,Nocturno,Administración,Nocturno,22,Masculino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,,Mecánica de Producción,Diurno,Mecánica de Producción,Diurno,21,Masculino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Desarrollo de Sistemas de Información,Nocturno,Diseño Gráfico,Nocturno,25,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1993,Contabilidad,Nocturno,Secretariado Ejecutivo,Nocturno,46,Femenino
20230320,150121,LIMA,LIMA,PUEBLO LIBRE,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Publicitario,Diurno,Diseño Gráfico,Diurno,18,Femenino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Contabilidad,Nocturno,Secretariado Ejecutivo,Nocturno,20,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Administración,Diurno,Diseño Gráfico,Diurno,20,Masculino
20230320,150137,LIMA,LIMA,SANTA ANITA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Nocturno,Diseño Publicitario,Nocturno,18,Masculino
20230320,221003,SAN MARTIN,TOCACHE,POLVORA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2016,Administración,Nocturno,Contabilidad,Nocturno,23,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2013,Desarrollo de Sistemas de Información,Nocturno,Construcción Civil,Nocturno,26,Masculino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Contabilidad,Diurno,Administración,Diurno,18,Masculino
20230320,150111,LIMA,LIMA,EL AGUSTINO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Desarrollo de Sistemas de Información,Nocturno,Diseño Gráfico,Nocturno,20,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,18,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2013,Administración,Diurno,Diseño Gráfico,Diurno,25,Masculino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,19,Femenino
20230320,150108,LIMA,LIMA,CHORRILLOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2010,Diseño Gráfico,Nocturno,Diseño Gráfico,Nocturno,29,Femenino
20230320,150117,LIMA,LIMA,LOS OLIVOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1996,Construcción Civil,Nocturno,Mecánica Automotriz,Nocturno,40,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2007,Secretariado Ejecutivo,Diurno,Administración,Diurno,31,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Diseño Gráfico,Nocturno,Diseño Gráfico,Diurno,19,Femenino
20230320,150111,LIMA,LIMA,EL AGUSTINO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Contabilidad,Diurno,Contabilidad,Nocturno,18,Femenino
20230320,150103,LIMA,LIMA,ATE,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1991,Administración,Nocturno,Desarrollo de Sistemas de Información,Nocturno,47,Femenino
20230320,150137,LIMA,LIMA,SANTA ANITA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2005,Construcción Civil,Nocturno,Administración,Nocturno,34,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Nocturno,Construcción Civil,Nocturno,17,Masculino
20230320,150137,LIMA,LIMA,SANTA ANITA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2004,Administración,Nocturno,Diseño Gráfico,Nocturno,34,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,18,Femenino
20230320,70102,CALLAO,CALLAO,BELLAVISTA,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2021,Administración,Diurno,Desarrollo de Sistemas de Información,Diurno,17,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2001,Administración,Nocturno,Desarrollo de Sistemas de Información,Nocturno,38,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Diseño Gráfico,Diurno,Administración,Diurno,20,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,,Diseño Publicitario,Diurno,Diseño Publicitario,Diurno,18,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,19,Masculino
20230320,150117,LIMA,LIMA,LOS OLIVOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2008,Diseño Gráfico,Diurno,Administración,Diurno,18,Femenino
20230320,150103,LIMA,LIMA,ATE,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2008,Administración,Nocturno,Contabilidad,Nocturno,30,Femenino
20230320,150103,LIMA,LIMA,ATE,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2013,Administración,Nocturno,Diseño Publicitario,Nocturno,25,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Contabilidad,Nocturno,Administración,Nocturno,20,
20230320,150117,LIMA,LIMA,LOS OLIVOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Contabilidad,Nocturno,Administración,Nocturno,24,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2021,Contabilidad,Diurno,Diseño Gráfico,Nocturno,20,Masculino
20230320,150108,LIMA,LIMA,CHORRILLOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Diseño Gráfico,Nocturno,Diseño Gráfico,Nocturno,24,Masculino
20230320,150110,LIMA,LIMA,COMAS,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2001,Administración,Nocturno,Secretariado Ejecutivo,Nocturno,37,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1979,Secretariado Ejecutivo,Nocturno,Administración,Nocturno,60,Femenino
20230320,150134,LIMA,LIMA,SAN LUIS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Administración,Diurno,Secretariado Ejecutivo,Diurno,18,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Administración,Diurno,Administración,Diurno,20,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Diseño Gráfico,Nocturno,Diseño Publicitario,Nocturno,19,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1979,Contabilidad,Nocturno,Administración,Nocturno,60,Femenino
20230320,150101,LIMA,LIMA,LIMA,2022,Conadis,EBR - Educación Básica Regular,1982,Contabilidad,Nocturno,Secretariado Ejecutivo,Nocturno,58,Masculino
20230320,150109,LIMA,LIMA,CIENEGUILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Desarrollo de Sistemas de Información,Diurno,Diseño Gráfico,Diurno,19,Masculino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Contabilidad,Diurno,Administración,Diurno,22,Masculino
20230320,150131,LIMA,LIMA,SAN ISIDRO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2000,Administración,Nocturno,Contabilidad,Nocturno,39,Femenino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2008,Contabilidad,Nocturno,Administración,Nocturno,30,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,18,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Diseño Publicitario,Nocturno,Diseño Publicitario,Diurno,19,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Contabilidad,Nocturno,Administración,Nocturno,26,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2012,Administración,Diurno,Administración,Diurno,27,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1991,Administración,Nocturno,Contabilidad,Nocturno,48,Femenino
20230320,150510,LIMA,CAÑETE,NUEVO IMPERIAL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Construcción Civil,Nocturno,Construcción Civil,Nocturno,20,Masculino
20230320,150110,LIMA,LIMA,COMAS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,19,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Administración,Diurno,Mecánica de Producción,Diurno,19,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Desarrollo de Sistemas de Información,Diurno,18,Masculino
20230320,150111,LIMA,LIMA,EL AGUSTINO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2009,Diseño Gráfico,Nocturno,Desarrollo de Sistemas de Información,Diurno,30,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Administración,Nocturno,Contabilidad,Nocturno,17,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Administración,Diurno,Desarrollo de Sistemas de Información,Diurno,18,Masculino
20230320,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,17,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,201862,Administración,Nocturno,Diseño Gráfico,Nocturno,21,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Administración,Diurno,Desarrollo de Sistemas de Información,Diurno,20,Masculino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2008,Administración,Nocturno,Secretariado Ejecutivo,Nocturno,31,Femenino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2021,Desarrollo de Sistemas de Información,Diurno,Diseño Publicitario,Diurno,17,Femenino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2016,Secretariado Ejecutivo,Diurno,Contabilidad,Diurno,22,Femenino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1998,Administración,Nocturno,Contabilidad,Nocturno,42,Masculino
20230320,70102,CALLAO,CALLAO,BELLAVISTA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Secretariado Ejecutivo,Diurno,Diseño Publicitario,Diurno,17,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,1994,Administración,Nocturno,Desarrollo de Sistemas de Información,Nocturno,45,Femenino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,19,Femenino
20230320,70102,CALLAO,CALLAO,BELLAVISTA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2006,Secretariado Ejecutivo,Nocturno,Administración,Nocturno,33,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Contabilidad,Diurno,Administración,Diurno,18,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Desarrollo de Sistemas de Información,Diurno,Desarrollo de Sistemas de Información,Diurno,20,Masculino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,18,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Desarrollo de Sistemas de Información,Diurno,Desarrollo de Sistemas de Información,Diurno,19,
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2002,Administración,Nocturno,Construcción Civil,Nocturno,36,Masculino
20230320,150103,LIMA,LIMA,ATE,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,20,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Publicitario,Diurno,Diseño Gráfico,Diurno,19,Masculino
20230320,150115,LIMA,LIMA,LA VICTORIA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1998,Administración,Nocturno,Diseño Gráfico,Nocturno,40,Femenino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2006,Administración,Nocturno,Diseño Publicitario,Nocturno,32,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2020,Diseño Publicitario,Nocturno,Diseño Gráfico,Nocturno,19,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2004,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,35,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2021,Administración,Diurno,Contabilidad,Nocturno,18,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Contabilidad,Diurno,Diseño Gráfico,Diurno,18,Masculino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2010,Contabilidad,Nocturno,Contabilidad,Nocturno,29,Femenino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Mecánica de Producción,Diurno,Mecánica Automotriz,Diurno,20,Masculino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,17,Femenino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Nocturno,Diseño Publicitario,Nocturno,17,Femenino
20230320,150125,LIMA,LIMA,PUENTE PIEDRA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2009,Desarrollo de Sistemas de Información,Nocturno,Desarrollo de Sistemas de Información,Nocturno,30,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1991,Administración,Nocturno,Desarrollo de Sistemas de Información,Nocturno,47,Masculino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Contabilidad,Nocturno,Administración,Nocturno,31,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Nocturno,Diseño Publicitario,Nocturno,20,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Desarrollo de Sistemas de Información,Nocturno,Secretariado Ejecutivo,Nocturno,22,Femenino
20230320,150115,LIMA,LIMA,LA VICTORIA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2016,Diseño Gráfico,Nocturno,Diseño Publicitario,Nocturno,23,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2009,Desarrollo de Sistemas de Información,Nocturno,Construcción Civil,Nocturno,30,Masculino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2011,Administración,Nocturno,Mecánica de Producción,Nocturno,27,Masculino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2019,Mecánica Automotriz,Nocturno,Mecánica de Producción,Nocturno,42,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2015,Administración,Nocturno,Contabilidad,Nocturno,24,Masculino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Diseño Publicitario,Diurno,Diseño Gráfico,Diurno,21,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2015,Administración,Nocturno,Contabilidad,Nocturno,23,Masculino
20230320,150105,LIMA,LIMA,BREÑA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Diseño Publicitario,Nocturno,Administración,Nocturno,22,Masculino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Desarrollo de Sistemas de Información,Diurno,Mecánica Automotriz,Diurno,17,Masculino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2016,Administración,Nocturno,Diseño Publicitario,Nocturno,22,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Diseño Publicitario,Diurno,Diseño Gráfico,Diurno,19,Masculino
20230320,150115,LIMA,LIMA,LA VICTORIA,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2010,Mecánica Automotriz,Nocturno,Secretariado Ejecutivo,Nocturno,25,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Diseño Gráfico,Nocturno,18,Masculino
20230320,150110,LIMA,LIMA,COMAS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2003,Administración,Nocturno,Secretariado Ejecutivo,Nocturno,36,Femenino
20230320,150117,LIMA,LIMA,LOS OLIVOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2016,Diseño Publicitario,Nocturno,Diseño Gráfico,Nocturno,22,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2009,Contabilidad,Nocturno,Contabilidad,Nocturno,30,Femenino
20230320,150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2010,Diseño Publicitario,Nocturno,Diseño Gráfico,Nocturno,27,Femenino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2018,Contabilidad,Nocturno,Construcción Civil,Nocturno,21,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Administración,Diurno,Administración,Nocturno,18,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2014,Administración,Nocturno,Administración,Nocturno,25,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1991,Administración,Nocturno,Secretariado Ejecutivo,Nocturno,48,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,18,
20230320,150125,LIMA,LIMA,PUENTE PIEDRA,2022,Conadis,EBR - Educación Básica Regular,2018,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,22,Masculino
